#ALL records: 106

#followup_name, tw_beg, tw_end, obs_stag, objra, objdec, trigger_time, insert_time, time_check, priority, expdur, frmcnt, op_time, dely_time
G200117_C06417_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.067, 50.7517, 2020/01/17 20:27:15.398000, CURRENT, 80, 30, 2, 2020-01-17T12:55:23, 28.13 mins
G200117_C06562_001, 2020/01/17 12:40:00, 2020/01/17 21:40:00, complete, 130.327, 16.1984, 2020/01/17 20:30:20.137000, WAIT, 80, 30, 2, 2020-01-17T13:26:26, 56.1 mins
G200117_C06591_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.095, 50.7878, 2020/01/17 20:31:01.270000, CURRENT, 80, 30, 2, 2020-01-17T12:55:04, 24.05 mins
G200117_C02300_008, 2020/01/17 10:19:59, 2020/01/17 13:40:00, complete, 350.157, 39.6206, 2020/01/17 20:32:26.766000, CURRENT, 80, 30, 1, 2020-01-17T12:34:28, 2.03 mins
G200117_C02300_009, 2020/01/17 10:19:59, 2020/01/17 13:40:00, complete, 350.157, 39.6206, 2020/01/17 20:32:32.295000, CURRENT, 80, 30, 1, 2020-01-17T12:34:09, 1.62 mins
G200117_C06680_001, 2020/01/17 11:00:00, 2020/01/17 22:19:59, complete, 125.84, 39.6301, 2020/01/17 20:33:17.657000, CURRENT, 80, 30, 2, 2020-01-17T13:26:41, 53.4 mins
G200117_C06750_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.137, 50.8427, 2020/01/17 20:36:46.500000, CURRENT, 80, 30, 2, 2020-01-17T12:44:55, 8.15 mins
G200117_C06804_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.171, 50.8869, 2020/01/17 20:41:30.629000, CURRENT, 80, 30, 2, 2020-01-17T12:44:39, 3.15 mins
G200117_C06997_001, 2020/01/17 10:19:59, 2020/01/17 20:39:59, scheduled, 97.2097, 65.0946, 2020/01/17 20:50:10.793000, CURRENT, 80, 30, 2, None, None
G200117_C07307_001, 2020/01/17 10:19:59, 2020/01/17 21:20:00, scheduled, 105.496, 51.035, 2020/01/17 20:59:34.116000, CURRENT, 80, 30, 2, None, None
G200117_C07706_001, 2020/01/17 12:20:00, 2020/01/17 22:19:59, complete, 138.538, 33.5549, 2020/01/17 21:30:37.216000, CURRENT, 80, 30, 2, 2020-01-17T13:37:16, 6.65 mins
G200117_C07744_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.515, 51.3938, 2020/01/17 21:35:24.454000, CURRENT, 80, 30, 2, 2020-01-17T13:36:57, 1.55 mins
G200117_C07827_001, 2020/01/17 12:59:59, 2020/01/17 22:19:59, complete, 148.514, 30.5228, 2020/01/17 21:39:29.169000, CURRENT, 80, 30, 2, 2020-01-17T13:57:48, 18.32 mins
G200117_C07706_002, 2020/01/17 12:20:00, 2020/01/17 22:19:59, complete, 138.533, 33.559, 2020/01/17 21:40:29.271000, CURRENT, 81, 30, 1, 2020-01-17T13:47:22, 6.88 mins
G200117_C07706_003, 2020/01/17 12:20:00, 2020/01/17 22:19:59, complete, 138.533, 33.559, 2020/01/17 21:40:29.851000, CURRENT, 81, 30, 1, 2020-01-17T13:47:04, 6.58 mins
G200117_C08006_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.549, 51.4499, 2020/01/17 21:41:23.781000, CURRENT, 80, 30, 2, 2020-01-17T14:48:08, 1.11 hours
G200117_C08067_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.557, 51.4661, 2020/01/17 21:43:08.742000, CURRENT, 80, 30, 2, 2020-01-17T14:18:22, 35.23 mins
G200117_C08165_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.577, 51.4965, 2020/01/17 21:46:21.467000, CURRENT, 80, 30, 2, 2020-01-17T14:08:15, 21.9 mins
G200117_C08210_001, 2020/01/17 12:20:00, 2020/01/17 22:19:59, complete, 139.417, 29.2454, 2020/01/17 21:50:10.950000, CURRENT, 80, 30, 2, 2020-01-17T14:58:09, 1.13 hours
G200117_C07706_004, 2020/01/17 12:20:00, 2020/01/17 22:19:59, complete, 138.533, 33.559, 2020/01/17 21:50:14.154000, CURRENT, 80, 30, 1, 2020-01-17T15:39:21, 1.82 hours
G200117_C07706_005, 2020/01/17 12:20:00, 2020/01/17 22:19:59, complete, 138.533, 33.559, 2020/01/17 21:50:14.488000, CURRENT, 80, 30, 1, 2020-01-17T14:58:25, 1.14 hours
G200117_C08227_001, 2020/01/17 12:20:00, 2020/01/17 22:19:59, scheduled, 136.387, 26.7641, 2020/01/17 21:51:52.708000, CURRENT, 80, 30, 2, None, None
G200117_C08235_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.612, 51.5506, 2020/01/17 21:52:26.694000, CURRENT, 80, 30, 2, 2020-01-17T14:07:57, 15.52 mins
G200117_C08289_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.634, 51.5959, 2020/01/17 21:57:08.668000, CURRENT, 80, 30, 2, 2020-01-17T13:58:07, 0.98 mins
G200117_C08425_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.696, 51.7105, 2020/01/17 22:09:23.771000, CURRENT, 80, 30, 2, 2020-01-17T14:18:02, 8.65 mins
G200117_C08518_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.739, 51.7925, 2020/01/17 22:18:22.833000, CURRENT, 80, 30, 2, 2020-01-17T14:38:41, 20.32 mins
G200117_C08541_001, 2020/01/17 11:39:59, 2020/01/17 21:00:00, scheduled, 119.287, 21.3192, 2020/01/17 22:19:31.909000, CURRENT, 80, 30, 2, None, None
G200117_C08576_001, 2020/01/17 12:40:00, 2020/01/17 21:20:00, scheduled, 129.212, 14.1081, 2020/01/17 22:19:59.162000, CURRENT, 80, 30, 2, None, None
G200117_C08613_001, 2020/01/17 13:40:00, 2020/01/17 22:19:59, complete, 151.89, 23.9809, 2020/01/17 22:20:15.840000, CURRENT, 80, 30, 2, 2020-01-17T14:28:18, 8.05 mins
G200117_C08757_001, 2020/01/17 12:40:00, 2020/01/17 21:00:00, scheduled, 126.181, 10.3712, 2020/01/17 22:22:48.881000, CURRENT, 80, 30, 2, None, None
G200117_C08795_001, 2020/01/17 12:40:00, 2020/01/17 21:40:00, scheduled, 132.0, 18.1852, 2020/01/17 22:23:09.745000, CURRENT, 80, 30, 2, None, None
G200117_C08931_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.767, 51.8469, 2020/01/17 22:24:29.161000, CURRENT, 80, 30, 2, 2020-01-17T14:28:36, 4.12 mins
G200117_C09021_001, 2020/01/17 13:40:00, 2020/01/17 21:40:00, complete, 139.52, 7.33114, 2020/01/17 22:27:24.226000, CURRENT, 80, 30, 2, 2020-01-17T14:48:27, 21.05 mins
G200117_C09063_001, 2020/01/17 12:00:00, 2020/01/17 22:19:59, complete, 140.789, 51.89, 2020/01/17 22:29:06.388000, CURRENT, 80, 30, 2, 2020-01-17T14:38:23, 9.28 mins
